cod_municipio,municipio,cod_depto,poblacion_total,pob_urbana,pob_rural,pct_urbano,area_km2,densidad_hab_km2,ipm_municipal,priv_hacinamiento,priv_agua,priv_salud,priv_trabajo_informal,tasa_kg_hab_dia,kg_residuos_dia,ton_residuos_dia,pct_reciclable,kg_reciclables_dia,cobertura_recoleccion_pct,dist_centro_acopio_km,centros_acopio_existentes,acceso_vial,necesita_centro_acopio,potencial_reciclaje_kg_mes,label_clase
8436,MANATÍ,8,31334,14502,16832,46.3,49.8,628.74,48.4,22.5,8.7,19.8,92.3,0.507,15874.0,15.874,19.3,3065.0,19.8,22.67,2,3,1,91950.0,Prioritario
8520,PALMAR DE VARELA,8,2553,1960,593,76.8,149.0,17.14,36.0,17.9,5.8,13.1,86.7,0.752,1919.0,1.919,14.5,279.0,49.5,17.24,0,3,1,8370.0,Prioritario
8549,PIOJÓ,8,217484,133170,84314,61.2,334.4,650.37,45.2,14.7,18.0,18.8,87.6,0.545,118473.0,118.473,17.9,21252.0,43.4,23.24,1,1,0,637560.0,No prioritario
8558,POLONUEVO,8,3262,1991,1271,61.1,77.0,42.38,30.5,18.9,11.7,13.4,85.3,0.598,1950.0,1.95,16.7,325.0,43.9,15.07,0,3,0,9750.0,No prioritario
8560,PONEDERA,8,7482,4229,3253,56.5,77.6,96.43,46.7,23.8,6.6,17.8,90.0,0.58,4341.0,4.341,18.9,822.0,37.9,20.89,0,3,1,24660.0,Prioritario
8573,PUERTO COLOMBIA,8,57776,46698,11078,80.8,369.6,156.3,14.4,11.7,4.7,18.5,80.7,0.633,36582.0,36.582,15.6,5700.0,68.3,8.91,2,3,0,171000.0,No prioritario
8606,REPELÓN,8,1457,769,688,52.8,230.8,6.31,54.6,21.9,13.0,18.6,90.9,0.452,658.0,0.658,12.6,83.0,26.3,26.99,0,2,2,2490.0,Muy prioritario
8634,SABANAGRANDE,8,20119,14117,6002,70.2,254.5,79.05,31.9,20.0,3.7,19.6,86.2,0.657,13208.0,13.208,19.8,2616.0,53.4,24.13,0,3,1,78480.0,Prioritario
8638,SABANALARGA,8,140485,78298,62187,55.7,98.5,1426.6,36.5,18.8,11.6,20.7,89.6,0.568,79804.0,79.804,16.3,13047.0,33.0,19.48,1,2,0,391410.0,No prioritario
8675,SANTA LUCÍA,8,800,464,336,58.0,185.6,4.31,47.2,16.5,9.8,16.2,91.7,0.622,498.0,0.498,10.7,53.0,45.0,22.89,0,3,1,1590.0,Prioritario
8685,SANTO TOMÁS,8,18626,10842,7784,58.2,80.7,230.76,25.8,17.1,9.0,16.7,85.5,0.54,10061.0,10.061,13.7,1379.0,37.9,14.97,0,1,1,41370.0,Prioritario
8758,SOLEDAD,8,21328,15558,5770,73.0,712.1,29.95,18.6,12.5,1.5,19.5,86.1,0.739,15771.0,15.771,18.0,2832.0,59.1,16.68,0,3,0,84960.0,No prioritario
8770,SUAN,8,54572,28098,26474,51.5,847.5,64.39,43.8,29.7,3.8,21.9,91.2,0.486,26512.0,26.512,17.2,4550.0,28.0,25.23,1,1,1,136500.0,Prioritario
8832,TUBARÁ,8,1441,856,585,59.4,30.0,48.03,32.8,11.9,9.2,17.3,83.2,0.725,1044.0,1.044,13.4,140.0,46.5,16.32,0,2,0,4200.0,No prioritario
8849,USIACURÍ,8,1240,933,307,75.3,80.2,15.46,32.7,14.7,12.6,16.4,85.0,0.511,634.0,0.634,8.3,53.0,56.3,15.13,0,2,0,1590.0,No prioritario
11001,"BOGOTÁ, D.C.",11,34183,30194,3989,88.3,40.6,841.61,9.0,5.6,0.5,18.7,69.1,0.738,25231.0,25.231,19.9,5022.0,74.2,5.1,2,3,0,150660.0,No prioritario
13001,CARTAGENA DE INDIAS,13,22801,17769,5032,77.9,112.2,203.28,19.9,14.2,5.4,17.6,86.6,0.7,15955.0,15.955,13.6,2175.0,68.4,11.17,0,3,0,65250.0,No prioritario
13006,ACHÍ,13,20970,8140,12830,38.8,221.4,94.72,62.4,15.4,19.3,16.6,94.2,0.442,9261.0,9.261,8.0,741.0,16.4,32.11,0,1,2,22230.0,Muy prioritario
13030,ALTOS DEL ROSARIO,13,24924,9981,14943,40.0,43.0,580.08,70.7,23.5,27.8,14.9,96.0,0.544,13562.0,13.562,8.0,1085.0,17.4,33.38,0,3,2,32550.0,Muy prioritario
13042,ARENAL,13,3928,2258,1670,57.5,80.9,48.53,62.0,21.3,17.9,13.3,93.2,0.682,2680.0,2.68,17.7,474.0,28.2,27.14,0,3,2,14220.0,Muy prioritario
13052,ARJONA,13,20293,11707,8586,57.7,73.4,276.66,47.4,24.1,17.2,14.7,87.8,0.403,8187.0,8.187,15.7,1282.0,30.7,24.93,0,2,2,38460.0,Muy prioritario
13062,ARROYOHONDO,13,22641,14153,8488,62.5,313.8,72.15,68.4,28.6,39.8,23.6,94.9,0.64,14497.0,14.497,15.1,2185.0,36.3,34.15,0,2,2,65550.0,Muy prioritario
13074,BARRANCO DE LOBA,13,3692,1728,1964,46.8,265.9,13.88,68.9,21.6,28.0,18.6,93.7,0.338,1247.0,1.247,18.3,229.0,19.9,31.25,0,1,2,6870.0,Muy prioritario
13140,CALAMAR,13,383998,188298,195700,49.0,102.9,3731.17,62.5,27.5,44.3,16.5,94.0,0.469,180054.0,180.054,16.3,29377.0,28.5,30.82,4,2,2,881310.0,Muy prioritario
13160,CANTAGALLO,13,31347,16352,14995,52.2,302.5,103.62,50.6,18.9,28.0,15.6,86.0,0.689,21598.0,21.598,19.6,4226.0,31.4,24.3,1,3,0,126780.0,No prioritario
13188,CICUCO,13,1565,771,794,49.3,127.0,12.33,61.3,26.6,5.3,14.7,91.1,0.501,783.0,0.783,10.3,80.0,27.0,33.65,0,2,2,2400.0,Muy prioritario
13212,CÓRDOBA,13,43555,20314,23241,46.6,176.6,246.6,61.9,18.3,27.6,12.0,95.5,0.443,19280.0,19.28,14.1,2711.0,15.3,33.03,1,3,2,81330.0,Muy prioritario
13222,CLEMENCIA,13,2311,1221,1090,52.9,1822.8,1.27,63.0,29.3,86.6,19.8,90.1,0.546,1261.0,1.261,9.9,125.0,38.1,29.79,0,1,2,3750.0,Muy prioritario
13244,EL CARMEN DE BOLÍVAR,13,55091,31739,23352,57.6,1222.4,45.07,58.4,26.6,25.4,12.0,93.6,0.746,41092.0,41.092,14.6,5988.0,33.5,29.01,1,2,1,179640.0,Prioritario
13248,EL GUAMO,13,107524,46248,61276,43.0,51.4,2090.1,59.5,16.9,18.4,9.3,94.0,0.376,40377.0,40.377,13.1,5271.0,24.3,33.1,3,3,2,158130.0,Muy prioritario
13268,EL PEÑÓN,13,3049,1028,2021,33.7,662.3,4.6,67.7,23.9,36.4,13.0,89.9,0.401,1222.0,1.222,14.8,180.0,10.0,32.45,0,1,2,5400.0,Muy prioritario
13300,HATILLO DE LOBA,13,75665,19695,55970,26.0,647.9,116.79,73.8,29.8,15.9,20.0,93.2,0.574,43425.0,43.425,12.2,5315.0,10.0,34.35,0,1,2,159450.0,Muy prioritario
13430,MAGANGUÉ,13,28085,16739,11346,59.6,61.7,455.28,49.1,17.7,12.6,17.2,93.4,0.737,20700.0,20.7,17.3,3587.0,32.4,25.86,0,2,2,107610.0,Muy prioritario
13433,MAHATES,13,58671,25576,33095,43.6,653.6,89.76,54.3,20.0,11.3,16.1,92.4,0.516,30280.0,30.28,16.0,4836.0,25.2,25.29,1,2,1,145080.0,Prioritario
13440,MARGARITA,13,406048,115386,290662,28.4,1549.2,262.1,65.6,19.7,27.7,18.1,95.0,0.365,148022.0,148.022,18.8,27838.0,10.0,31.29,5,1,2,835140.0,Muy prioritario
13442,MARÍA LA BAJA,13,8589,4310,4279,50.2,63.6,135.0,63.2,16.5,45.8,18.4,94.4,0.718,6171.0,6.171,13.6,838.0,26.4,33.79,0,3,2,25140.0,Muy prioritario
13458,MONTECRISTO,13,3440,2163,1277,62.9,81.4,42.28,70.1,15.4,60.6,16.9,88.8,0.729,2508.0,2.508,13.0,325.0,39.1,33.76,0,2,2,9750.0,Muy prioritario
13468,MOMPÓS,13,2694,1494,1200,55.5,829.8,3.25,49.1,20.5,8.9,17.4,93.2,0.626,1687.0,1.687,15.8,266.0,29.0,23.42,0,3,2,7980.0,Muy prioritario
13473,MORALES,13,3076,1757,1319,57.1,338.9,9.08,57.6,14.7,34.7,18.3,93.4,0.514,1580.0,1.58,12.8,202.0,30.7,25.91,0,1,2,6060.0,Muy prioritario
13490,NOROSÍ,13,11628,5341,6287,45.9,474.3,24.52,66.2,15.8,57.0,17.6,92.7,0.53,6161.0,6.161,18.5,1142.0,23.8,30.5,0,3,2,34260.0,Muy prioritario
13549,PINILLOS,13,24688,10790,13898,43.7,368.2,67.05,67.5,31.0,40.0,14.4,94.8,0.512,12640.0,12.64,13.0,1646.0,29.6,30.82,0,3,2,49380.0,Muy prioritario
13580,REGIDOR,13,21983,13852,8131,63.0,391.0,56.22,48.9,14.8,3.9,15.8,78.8,0.629,13817.0,13.817,14.1,1949.0,41.4,21.99,0,1,2,58470.0,Muy prioritario
13600,RÍO VIEJO,13,59214,28599,30615,48.3,49.8,1188.78,57.3,18.6,28.5,18.0,90.0,0.659,39038.0,39.038,12.9,5042.0,29.2,29.59,2,2,1,151260.0,Prioritario
13620,SAN CRISTÓBAL,13,13676,7822,5854,57.2,859.9,15.9,49.9,22.5,4.1,15.2,92.5,0.649,8878.0,8.878,17.4,1543.0,36.0,22.97,0,3,2,46290.0,Muy prioritario
13647,SAN ESTANISLAO,13,182839,104499,78340,57.2,995.8,183.62,50.7,23.1,13.5,14.3,89.9,0.492,90034.0,90.034,14.7,13273.0,45.9,24.24,4,3,1,398190.0,Prioritario
13650,SAN FERNANDO,13,8296,3407,4889,41.1,185.8,44.65,64.3,23.2,20.2,15.8,93.8,0.624,5180.0,5.18,11.7,605.0,10.0,30.13,0,2,2,18150.0,Muy prioritario
13654,SAN JACINTO,13,1787457,1014495,772962,56.8,232.3,7696.16,60.3,22.1,99.0,9.2,94.3,0.602,1076185.0,1076.185,20.2,217085.0,33.5,38.35,15,2,2,6512550.0,Muy prioritario
13655,SAN JACINTO DEL CAUCA,13,41200,17955,23245,43.6,39.0,1057.35,66.7,20.1,45.0,13.5,95.0,0.579,23867.0,23.867,11.3,2694.0,11.1,30.99,2,3,2,80820.0,Muy prioritario
13657,SAN JUAN NEPOMUCENO,13,2855,1291,1564,45.2,453.6,6.29,56.2,20.4,49.0,12.0,92.9,0.648,1851.0,1.851,14.1,262.0,11.3,25.47,0,1,2,7860.0,Muy prioritario
13667,SAN MARTÍN DE LOBA,13,1943,1028,915,52.9,486.1,4.0,60.6,25.9,26.9,18.6,95.2,0.473,919.0,0.919,16.8,154.0,30.9,26.88,0,2,2,4620.0,Muy prioritario
13670,SAN PABLO,13,31839,14458,17381,45.4,227.1,140.2,54.0,20.8,18.8,17.2,90.3,0.529,16836.0,16.836,9.1,1540.0,25.4,27.01,0,2,2,46200.0,Muy prioritario
13673,SANTA CATALINA,13,8935,4677,4258,52.3,943.1,9.47,54.8,15.5,95.0,15.1,89.5,0.517,4618.0,4.618,16.2,747.0,29.2,27.05,0,1,2,22410.0,Muy prioritario
13683,SANTA ROSA,13,48300,25283,23017,52.3,163.9,294.74,54.3,17.1,64.8,11.2,88.1,0.434,20960.0,20.96,11.6,2425.0,30.3,25.73,2,3,1,72750.0,Prioritario
13688,SANTA ROSA DEL SUR,13,31314,21145,10169,67.5,481.8,64.99,43.6,15.4,23.3,14.0,91.5,0.648,20287.0,20.287,18.7,3798.0,63.2,20.76,0,2,1,113940.0,Prioritario
13744,SIMITÍ,13,11718,6552,5166,55.9,72.0,162.79,54.8,16.8,25.1,16.0,91.1,0.775,9077.0,9.077,12.2,1108.0,32.6,24.29,0,3,2,33240.0,Muy prioritario
13760,SOPLAVIENTO,13,2909,1779,1130,61.2,237.9,12.23,39.4,24.5,9.7,16.3,89.2,0.447,1302.0,1.302,17.7,230.0,45.8,19.88,0,3,1,6900.0,Prioritario
13780,TALAIGUA NUEVO,13,874,534,340,61.1,198.5,4.4,50.7,26.7,7.5,14.4,93.4,0.592,517.0,0.517,18.9,98.0,36.6,24.33,0,3,1,2940.0,Prioritario
13810,TIQUISIO,13,5980,3128,2852,52.3,320.7,18.65,73.0,22.0,49.0,17.6,96.8,0.611,3651.0,3.651,17.3,632.0,26.7,32.07,0,1,2,18960.0,Muy prioritario
13836,TURBACO,13,62412,44451,17961,71.2,157.1,397.4,30.4,16.0,22.7,17.5,83.2,0.645,40239.0,40.239,17.4,6992.0,53.8,13.93,1,3,0,209760.0,No prioritario
13838,TURBANÁ,13,19640,11666,7974,59.4,209.0,93.98,42.8,24.5,41.4,16.7,83.3,0.579,11363.0,11.363,14.7,1676.0,38.6,19.55,0,3,1,50280.0,Prioritario
13873,VILLANUEVA,13,1418,596,822,42.0,659.4,2.15,54.1,23.7,45.5,13.1,90.9,0.414,587.0,0.587,12.0,70.0,30.7,24.86,0,2,2,2100.0,Muy prioritario
13894,ZAMBRANO,13,18246,7123,11123,39.0,144.9,125.94,62.4,30.1,18.1,12.1,91.7,0.525,9575.0,9.575,17.8,1706.0,22.3,30.83,0,1,2,51180.0,Muy prioritario
15001,TUNJA,15,26730,20239,6491,75.7,35.6,751.02,11.4,4.4,0.9,18.0,75.3,0.592,15833.0,15.833,15.0,2371.0,65.4,6.43,0,2,0,71130.0,No prioritario
15022,ALMEIDA,15,2721,1567,1154,57.6,1997.2,1.36,37.5,2.2,36.4,8.3,88.8,0.405,1103.0,1.103,12.2,134.0,29.1,17.99,0,1,1,4020.0,Prioritario
15047,AQUITANIA,15,17618,11170,6448,63.4,1284.0,13.72,33.5,6.5,23.9,10.6,95.1,0.699,12318.0,12.318,17.8,2197.0,45.2,15.8,0,2,1,65910.0,Prioritario
15051,ARCABUCO,15,14835,10469,4366,70.6,51.9,285.85,24.8,6.5,17.0,11.5,89.4,0.709,10517.0,10.517,14.2,1490.0,69.6,20.89,0,3,1,44700.0,Prioritario
15087,BELÉN,15,1707,1265,442,74.1,559.8,3.05,25.2,7.5,8.4,10.3,85.6,0.651,1111.0,1.111,14.1,156.0,58.0,17.16,0,2,0,4680.0,No prioritario
15090,BERBEO,15,25438,15297,10141,60.1,133.8,190.1,40.5,3.5,14.8,9.4,84.9,0.609,15488.0,15.488,11.2,1732.0,47.5,18.98,0,3,1,51960.0,Prioritario
15092,BETÉITIVA,15,36658,23062,13596,62.9,335.7,109.2,43.3,6.4,40.4,10.6,84.0,0.688,25206.0,25.206,14.3,3615.0,50.8,20.36,2,1,0,108450.0,No prioritario
15097,BOAVITA,15,93853,53173,40680,56.7,348.3,269.46,48.1,9.9,46.0,11.5,85.3,0.595,55802.0,55.802,14.9,8324.0,37.7,22.11,0,3,2,249720.0,Muy prioritario
15104,BOYACÁ,15,89040,40403,48637,45.4,184.7,482.09,39.7,4.3,13.7,10.1,91.6,0.604,53765.0,53.765,14.8,7939.0,24.7,20.64,1,2,0,238170.0,No prioritario
15106,BRICEÑO,15,1119,541,578,48.4,95.5,11.71,48.5,5.4,51.6,13.0,90.2,0.52,582.0,0.582,17.2,100.0,16.8,22.04,0,2,2,3000.0,Muy prioritario
15109,BUENAVISTA,15,2469,1405,1064,56.9,106.8,23.11,44.9,3.8,49.3,10.2,93.0,0.683,1685.0,1.685,16.8,283.0,41.2,23.45,0,2,1,8490.0,Prioritario
15114,BUSBANZÁ,15,33761,19089,14672,56.5,81.5,414.26,31.3,8.4,7.8,8.7,85.4,0.602,20318.0,20.318,14.6,2963.0,37.4,16.91,0,3,1,88890.0,Prioritario
15131,CALDAS,15,33685,21416,12269,63.6,90.2,373.53,43.7,5.2,33.4,12.1,91.8,0.62,20879.0,20.879,15.3,3187.0,45.0,26.17,0,1,2,95610.0,Muy prioritario
15135,CAMPOHERMOSO,15,33761,22237,11524,65.9,225.7,149.56,52.3,3.8,55.4,7.8,89.8,0.512,17281.0,17.281,17.6,3044.0,37.3,23.17,1,3,0,91320.0,No prioritario
15162,CERINZA,15,11000000,8482110,2517890,77.1,103.7,106119.15,29.4,4.7,6.7,11.8,87.4,0.681,7495365.0,7495.365,21.0,1576179.0,59.3,17.8,5,2,2,47285370.0,Muy prioritario
15172,CHINAVITA,15,37331,21888,15443,58.6,554.7,67.3,41.1,5.8,18.2,9.9,90.8,0.518,19336.0,19.336,15.7,3044.0,40.6,23.22,1,1,0,91320.0,No prioritario
15176,CHIQUINQUIRÁ,15,103158,89278,13880,86.5,1457.8,70.76,17.3,5.2,3.4,15.3,84.2,0.645,66549.0,66.549,16.7,11145.0,74.0,8.0,5,2,0,334350.0,No prioritario
15180,CHISCAS,15,74399,37295,37104,50.1,122.0,609.88,60.1,16.0,23.9,16.2,92.3,0.485,36105.0,36.105,11.5,4164.0,21.5,28.06,1,2,1,124920.0,Prioritario
15183,CHITA,15,43152,17624,25528,40.8,326.1,132.32,69.1,18.3,46.9,11.3,93.1,0.428,18472.0,18.472,9.2,1708.0,22.0,31.16,2,1,2,51240.0,Muy prioritario
15185,CHITARAQUE,15,7574,3957,3617,52.3,445.7,16.99,46.4,3.5,55.0,11.0,93.6,0.729,5521.0,5.521,16.7,923.0,30.1,21.83,0,2,2,27690.0,Muy prioritario
15187,CHIVATÁ,15,52372,29956,22416,57.2,431.1,121.48,42.3,11.2,10.9,13.5,83.1,0.685,35891.0,35.891,17.0,6085.0,30.4,19.98,2,1,0,182550.0,No prioritario
15189,CIÉNEGA,15,3323,1913,1410,57.6,268.0,12.4,40.5,6.8,12.7,8.5,91.9,0.734,2439.0,2.439,17.0,414.0,39.1,20.76,0,1,1,12420.0,Prioritario
15204,CÓMBITA,15,8723,5644,3079,64.7,596.6,14.62,36.1,5.4,11.6,12.2,86.1,0.511,4457.0,4.457,15.6,695.0,47.6,17.79,0,2,1,20850.0,Prioritario
15212,COPER,15,5576,3513,2063,63.0,436.5,12.78,38.8,4.2,63.0,9.2,92.4,0.608,3389.0,3.389,20.0,679.0,45.9,26.22,0,2,1,20370.0,Prioritario
15215,CORRALES,15,15481,10691,4790,69.1,55.4,279.38,26.6,10.5,5.9,12.7,76.4,0.523,8093.0,8.093,15.0,1210.0,61.0,12.59,0,3,0,36300.0,No prioritario
15218,COVARACHÍA,15,861461,474970,386491,55.1,694.4,1240.66,55.6,12.2,41.2,9.3,91.8,0.515,443555.0,443.555,17.9,79305.0,31.8,35.4,10,1,2,2379150.0,Muy prioritario
15223,CUBARÁ,15,800,421,379,52.7,709.6,1.13,69.7,30.7,49.6,25.4,91.8,0.487,390.0,0.39,14.7,57.0,25.9,31.03,0,2,2,1710.0,Muy prioritario
15224,CUCAITA,15,45948,35405,10543,77.1,97.9,469.28,25.9,8.7,5.5,9.1,90.1,0.757,34801.0,34.801,15.4,5353.0,56.1,15.95,2,3,0,160590.0,No prioritario
15226,CUÍTIVA,15,800,389,411,48.7,256.1,3.12,40.7,4.8,15.1,10.7,88.6,0.513,410.0,0.41,16.1,66.0,35.7,20.09,0,3,1,1980.0,Prioritario
15232,CHÍQUIZA,15,5713,1930,3783,33.8,555.6,10.28,51.3,10.1,24.1,9.1,95.9,0.571,3260.0,3.26,14.1,460.0,15.9,24.29,0,1,2,13800.0,Muy prioritario
15236,CHIVOR,15,94855,61650,33205,65.0,190.3,498.34,45.8,4.9,34.3,11.9,93.6,0.658,62444.0,62.444,17.1,10659.0,42.7,25.92,0,1,2,319770.0,Muy prioritario
15238,DUITAMA,15,14998,10163,4835,67.8,886.8,16.91,10.5,4.0,1.0,14.8,78.0,0.805,12079.0,12.079,16.5,1995.0,48.3,6.92,0,3,0,59850.0,No prioritario
15244,EL COCUY,15,1919,1027,892,53.6,4174.1,0.46,49.4,19.5,13.6,8.7,91.4,0.446,856.0,0.856,14.7,126.0,40.6,25.31,0,1,1,3780.0,Prioritario
15248,EL ESPINO,15,3686,2095,1591,56.9,95.3,38.69,31.3,10.6,11.3,10.4,89.3,0.678,2500.0,2.5,22.4,559.0,35.6,17.18,0,1,1,16770.0,Prioritario
15272,FIRAVITOBA,15,45400,26134,19266,57.6,46.7,973.13,21.7,4.8,7.3,9.7,82.1,0.672,30508.0,30.508,18.8,5738.0,42.3,12.72,0,3,1,172140.0,Prioritario
15276,FLORESTA,15,3587,2259,1328,63.0,352.3,10.18,43.9,10.0,15.0,7.7,89.4,0.524,1880.0,1.88,18.0,338.0,45.3,21.46,0,2,1,10140.0,Prioritario
15293,GACHANTIVÁ,15,19724,11904,7820,60.4,581.7,33.91,51.2,5.6,35.5,9.1,89.0,0.672,13254.0,13.254,15.9,2104.0,33.0,26.42,0,1,2,63120.0,Muy prioritario
15296,GÁMEZA,15,14501,7854,6647,54.2,185.5,78.18,43.7,11.4,7.9,14.0,82.3,0.594,8607.0,8.607,17.9,1544.0,28.2,20.05,0,2,2,46320.0,Muy prioritario
15299,GARAGOA,15,4134,2153,1981,52.1,1399.6,2.95,20.3,3.9,13.8,12.0,84.2,0.54,2233.0,2.233,16.3,363.0,30.2,13.82,0,3,0,10890.0,No prioritario
15317,GUACAMAYAS,15,633553,395273,238280,62.4,49.1,12905.72,30.4,8.0,18.7,11.3,89.0,0.534,338093.0,338.093,15.8,53478.0,50.6,20.83,8,1,0,1604340.0,No prioritario
15322,GUATEQUE,15,41816,31986,9830,76.5,562.0,74.41,19.4,4.7,7.7,10.7,82.8,0.598,25025.0,25.025,16.2,4064.0,60.3,9.11,2,3,0,121920.0,No prioritario
15325,GUAYATÁ,15,800,412,388,51.5,118.3,6.76,36.1,4.3,21.1,7.4,89.8,0.72,576.0,0.576,14.4,83.0,50.2,17.32,0,2,0,2490.0,No prioritario
15332,GÜICÁN DE LA SIERRA,15,18687,10764,7923,57.6,1926.1,9.7,48.1,16.6,32.4,15.3,89.0,0.58,10847.0,10.847,8.0,868.0,32.4,25.14,0,1,2,26040.0,Muy prioritario
15362,IZA,15,4059,2841,1218,70.0,2673.2,1.52,24.8,8.9,7.8,17.1,82.7,0.693,2811.0,2.811,17.1,482.0,51.0,13.15,0,2,0,14460.0,No prioritario
15367,JENESANO,15,61968,41118,20850,66.4,97.5,635.47,38.8,5.3,16.7,7.5,89.8,0.552,34215.0,34.215,14.7,5019.0,45.3,18.75,2,2,0,150570.0,No prioritario
15368,JERICÓ,15,3208,1512,1696,47.1,126.5,25.35,64.7,15.0,44.3,9.8,90.2,0.476,1528.0,1.528,19.0,290.0,24.2,28.97,0,3,2,8700.0,Muy prioritario
15377,LABRANZAGRANDE,15,10866,4647,6219,42.8,686.4,15.83,57.4,11.5,32.1,10.1,91.6,0.608,6603.0,6.603,13.8,914.0,18.9,27.94,0,3,2,27420.0,Muy prioritario
15380,LA CAPILLA,15,33155,25069,8086,75.6,153.8,215.62,31.6,3.2,19.1,7.6,90.6,0.544,18052.0,18.052,13.5,2436.0,61.6,14.27,1,3,0,73080.0,No prioritario
15401,LA VICTORIA,15,63472,38522,24950,60.7,231.7,273.92,38.4,1.6,32.4,7.3,86.8,0.56,35516.0,35.516,15.4,5476.0,38.2,19.27,1,2,0,164280.0,No prioritario
15403,LA UVITA,15,1539,917,622,59.6,252.3,6.1,41.9,8.6,16.9,13.0,88.4,0.591,910.0,0.91,12.3,112.0,34.2,23.1,0,1,1,3360.0,Prioritario
15407,VILLA DE LEYVA,15,7316,5005,2311,68.4,30.0,243.87,15.2,8.5,3.9,16.2,81.4,0.633,4628.0,4.628,17.8,822.0,48.0,8.56,0,3,0,24660.0,No prioritario
15425,MACANAL,15,5682,3642,2040,64.1,240.7,23.61,28.9,2.8,23.2,10.1,88.6,0.592,3364.0,3.364,16.8,565.0,37.9,15.32,0,1,1,16950.0,Prioritario
15442,MARIPÍ,15,4121,1554,2567,37.7,106.9,38.53,67.0,4.1,71.8,10.8,93.1,0.533,2195.0,2.195,16.1,354.0,11.3,44.4,0,1,2,10620.0,Muy prioritario
15455,MIRAFLORES,15,320557,227455,93102,71.0,135.4,2367.44,21.1,4.5,13.2,10.1,84.0,0.689,220945.0,220.945,14.2,31425.0,56.0,13.37,1,2,0,942750.0,No prioritario
15464,MONGUA,15,27693,18907,8786,68.3,1383.5,20.02,50.7,11.0,15.5,11.2,85.5,0.682,18883.0,18.883,16.4,3102.0,43.1,27.39,0,2,2,93060.0,Muy prioritario
15466,MONGUÍ,15,1380,783,597,56.7,54.2,25.47,28.8,9.2,5.7,14.5,86.9,0.498,687.0,0.687,11.1,76.0,48.6,15.29,0,3,0,2280.0,No prioritario
15469,MONIQUIRÁ,15,69713,38921,30792,55.8,649.3,107.37,27.1,4.7,20.4,12.4,85.7,0.551,38384.0,38.384,17.2,6597.0,48.3,17.43,2,3,0,197910.0,No prioritario
15476,MOTAVITA,15,609187,407481,201706,66.9,175.1,3479.47,49.8,8.9,35.8,13.2,89.3,0.713,434435.0,434.435,17.7,77093.0,43.6,21.7,18,2,1,2312790.0,Prioritario
15480,MUZO,15,85685,50473,35212,58.9,174.9,489.87,40.7,9.1,34.5,10.4,86.4,0.657,56312.0,56.312,16.9,9504.0,31.8,18.73,2,3,0,285120.0,No prioritario
15491,NOBSA,15,867,635,232,73.3,631.7,1.37,10.5,3.5,0.8,13.0,79.6,0.534,463.0,0.463,16.8,78.0,60.0,6.21,0,3,0,2340.0,No prioritario
15494,NUEVO COLÓN,15,5588,3665,1923,65.6,368.0,15.19,46.2,5.7,19.8,9.8,94.2,0.641,3579.0,3.579,17.3,619.0,42.2,21.74,0,1,1,18570.0,Prioritario
15500,OICATÁ,15,130671,86863,43808,66.5,485.3,269.27,22.8,5.8,5.0,13.5,80.3,0.458,59801.0,59.801,21.0,12535.0,49.7,16.4,3,2,0,376050.0,No prioritario
15507,OTANCHE,15,3737,2720,1017,72.8,782.0,4.78,44.7,5.8,44.1,12.5,86.6,0.645,2410.0,2.41,15.9,384.0,48.6,20.52,0,2,1,11520.0,Prioritario
15511,PACHAVITA,15,29699,20172,9527,67.9,164.4,180.63,37.5,4.7,19.0,6.2,89.1,0.774,22973.0,22.973,16.7,3838.0,46.6,19.79,0,2,1,115140.0,Prioritario
15514,PÁEZ,15,53870,31889,21981,59.2,117.4,458.98,36.5,3.8,47.3,9.2,84.8,0.511,27525.0,27.525,12.2,3347.0,40.4,20.35,0,3,1,100410.0,Prioritario
15516,PAIPA,15,2518,2330,188,92.5,66.5,37.84,16.2,4.6,5.1,11.3,78.0,0.653,1645.0,1.645,16.1,266.0,75.2,9.5,0,3,0,7980.0,No prioritario
15518,PAJARITO,15,12002,7618,4384,63.5,90.9,132.07,27.8,6.0,23.5,14.2,78.1,0.665,7982.0,7.982,16.1,1288.0,49.8,14.27,0,2,1,38640.0,Prioritario
15522,PANQUEBA,15,800,522,278,65.3,8424.6,0.09,42.7,8.9,27.5,12.9,92.0,0.488,390.0,0.39,19.3,75.0,47.8,21.4,0,2,0,2250.0,No prioritario
15531,PAUNA,15,2113,1245,868,59.0,1089.7,1.94,47.4,3.7,52.6,10.9,91.5,0.535,1131.0,1.131,14.6,165.0,34.3,22.27,0,3,1,4950.0,Prioritario
15533,PAYA,15,8479,4620,3859,54.5,48.4,175.32,68.2,15.3,59.6,9.5,92.5,0.616,5220.0,5.22,14.2,743.0,34.9,29.82,0,2,2,22290.0,Muy prioritario
15537,PAZ DE RÍO,15,1413,1194,219,84.5,50.1,28.23,21.6,6.9,8.7,12.8,73.1,0.637,901.0,0.901,16.7,151.0,64.7,24.22,0,3,0,4530.0,No prioritario
15542,PESCA,15,252291,155603,96688,61.7,436.3,578.3,39.3,8.7,13.3,10.2,90.6,0.578,145780.0,145.78,14.1,20502.0,35.6,18.04,5,2,0,615060.0,No prioritario
15550,PISBA,15,1018,450,568,44.2,471.9,2.16,57.9,14.0,50.2,10.3,88.4,0.586,597.0,0.597,14.8,88.0,24.3,26.17,0,1,2,2640.0,Muy prioritario
